"ID","TITLE","TIER","TAGS"
"28386","Netrpeljivost","Diamond 3","다이나믹 프로그래밍"
"28387","Sličnost","Diamond 3","세그먼트 트리|스위핑|오프라인 쿼리|자료 구조"
"28388","BANKA","Gold 2","그리디 알고리즘|우선순위 큐|자료 구조|정렬"
"28389","EGIPAT","Silver 3","구현|그래프 이론|그래프 탐색|시뮬레이션"
"28390","HODOŠAN","Gold 4","다이나믹 프로그래밍|스위핑"
"28391","JETPACK","Unrated",
"28392","Graf","Unrated",
"28393","Prosjek","Unrated",
"28395","Разделение прямоугольника","Silver 1","수학"
"28396","Произведение Фибоначчи","Gold 4","백트래킹"
"28397","계통수 추론","Diamond 1","분리 집합|분할 정복|애드 혹|자료 구조|작은 집합에서 큰 집합으로 합치는 테크닉|트리"
"28398","I forgor 💀","Platinum 1","자료 구조|집합과 맵|트리를 사용한 집합과 맵"
"28399","황혼","Platinum 4","그래프 이론|데이크스트라|최단 경로"
"28400","거대 로봇 전투","Ruby 5","세그먼트 트리|애드 혹|우선순위 큐|자료 구조|집합과 맵|트리|트리를 사용한 집합과 맵"
"28401","격자 속의 직선 경로","Diamond 5","기하학|볼록 껍질|선분 교차 판정"
"28402","두 트리","Diamond 5","세그먼트 트리|오일러 경로 테크닉|자료 구조|작은 집합에서 큰 집합으로 합치는 테크닉|정렬|트리"
"28403","K번째 스페이드 찾기","Platinum 4","누적 합|애드 혹|조화수"
"28404","피보나치 반반수열","Platinum 3","수학|애드 혹|해 구성하기"
"28405","안테나 설치","Diamond 4","느리게 갱신되는 세그먼트 트리|다이나믹 프로그래밍|덱|덱을 이용한 구간 최댓값 트릭|세그먼트 트리|스택|자료 구조|집합과 맵"
"28406","회전초밥","Diamond 3","KMP|누적 합|문자열|수학|정수론"
"28407","그건 가지가 아니라 대파예요","Diamond 1","게임 이론|애드 혹"
"28408","나무늘보","Platinum 5","수학|재귀|트리"
"28409","산 색칠","Platinum 5","구현|스위핑"
"28410","Робот-пылесос","Unrated",
"28411","Разноцветные точки","Unrated",
"28412","Метрострой","Silver 2","매개 변수 탐색|이분 탐색"
"28413","Красивые последовательности","Gold 2","다이나믹 프로그래밍|자료 구조|집합과 맵|해시를 사용한 집합과 맵"
"28414","Камни","Unrated",
"28415","Обыкновенная задача про строки","Unrated",
"28416","Видеонаблюдение","Gold 2","기하학|브루트포스 알고리즘|수학|정렬"
"28417","스케이트보드","Bronze 3","구현|사칙연산|수학|정렬"
"28418","회장님께 바치는 합성함수","Silver 3","구현|많은 조건 분기|수학"
"28419","더하기","Silver 4","수학|애드 혹"
"28420","카더가든","Silver 1","구현|누적 합|브루트포스 알고리즘"
"28421","곱하기와 쿼리","Gold 5","브루트포스 알고리즘|수학|정수론"
"28422","XOR 카드 게임","Silver 1","다이나믹 프로그래밍"
"28423","게임","Gold 4","그래프 이론|그래프 탐색|깊이 우선 탐색|브루트포스 알고리즘"
"28424","의리 게임","Gold 3","분리 집합|자료 구조|집합과 맵"
"28425","점수 계산하기","Platinum 4","다이나믹 프로그래밍|최소 공통 조상|트리|트리에서의 다이나믹 프로그래밍|트리에서의 전방향 다이나믹 프로그래밍"
"28426","더하기와 나누기","Gold 5","수학|정수론|해 구성하기"
"28427","Tricknology","Gold 3","누적 합|소수 판정|수학|에라토스테네스의 체|정수론"
"28428","Catch-Up","Gold 2","수학"
"28429","무역로","Diamond 5","다이나믹 프로그래밍|많은 조건 분기|최소 공통 조상|트리|트리에서의 다이나믹 프로그래밍"
"28430","Тайное послание","Platinum 5","분리 집합|자료 구조"
"28431","양말 짝 맞추기","Bronze 4","구현"
"28432","끝말잇기","Silver 5","구현|문자열|집합과 맵"
"28433","게리맨더링","Platinum 4","그리디 알고리즘"
"28434","Same Range","Diamond 4","세그먼트 트리|스위핑|스택|자료 구조|집합과 맵|트리를 사용한 집합과 맵"
"28435","배수 피하기","Gold 2","수학|조합론"
"28436","돌 옮기기","Platinum 1","게임 이론|애드 혹"
"28437","막대 만들기","Gold 3","다이나믹 프로그래밍|수학|정수론|조화수"
"28438","행렬 연산 (행렬 계산하기)","Silver 3","구현|수학|애드 혹"
"28439","행렬 연산 (연산 찾기)","Platinum 5","수학|애드 혹|해 구성하기"
"28440","Рекорды и антирекорды","Unrated",
"28441","Ancient Machine 2","Ruby 5","KMP|가우스 소거법|문자열|선형대수학|수학|애드 혹|해 구성하기"
"28442","Cell Automaton","Diamond 4",
"28443","Garden","Diamond 3","스위핑|자료 구조"
"28444","HI-ARC=?","Bronze 5","사칙연산|수학"
"28445","알록달록 앵무새","Silver 5","구현|문자열|자료 구조|정렬"
"28446","볼링공 찾아주기","Silver 4","자료 구조|집합과 맵|트리를 사용한 집합과 맵|해시를 사용한 집합과 맵"
"28447","마라탕 재료 고르기","Silver 2","백트래킹|브루트포스 알고리즘"
"28448","광기의 PS","Platinum 5","그리디 알고리즘|정렬"
"28449","누가 이길까","Gold 5","누적 합|이분 탐색|정렬"
"28450","컨벤 데드가 하고싶어요","Silver 2","격자 그래프|다이나믹 프로그래밍"
"28451","모기 킬러","Platinum 5","구현|그리디 알고리즘"
"28452","탄막 게임","Platinum 5","구현|그래프 이론|그래프 탐색|너비 우선 탐색"
"28453","Previous Level","Bronze 4","구현|많은 조건 분기"
"28454","Gift Expire Date","Bronze 3","구현|문자열"
"28455","Union Maplestory","Bronze 2","구현|정렬"
"28456","Array Rotation","Silver 5","구현|시뮬레이션"
"28457","Every? Only One's Marble","Gold 1","구현|시뮬레이션"
"28458","Mahjong Tenpai","Platinum 5","구현|백트래킹|브루트포스 알고리즘"
"28459","Judging Forbidden Moves","Platinum 2","구현|많은 조건 분기|백트래킹|시뮬레이션"
"28460","Card Game","Diamond 5","구현|많은 조건 분기|시뮬레이션"
"28461","WHY DON'T YOU JUST GET UP AND DANCE MAN?","Diamond 3","값 / 좌표 압축|구현|두 포인터|많은 조건 분기|시뮬레이션|정렬"
"28462","Ультра mex","Unrated",
"28463","Toe Jumps","Silver 5","구현|많은 조건 분기"
"28464","Potato","Silver 5","그리디 알고리즘|정렬"
"28465","피보나치 사각형","Gold 5","분할 정복|수학|재귀"
"28466","좋은 팀이란?","Gold 4","구현|브루트포스 알고리즘"
"28467","Spell Cards","Gold 3","그리디 알고리즘|다이나믹 프로그래밍"
"28468","납이야 나비야","Platinum 4","그래프 이론|수학|조합론"
"28469","Equilibrium Points","Gold 2","물리학|삼분 탐색|수학|이분 탐색"
"28470","슥~빡! 빡~슥!","Silver 5","그리디 알고리즘|사칙연산|수학"
"28471","W키가 빠진 성원이","Silver 1","그래프 이론|그래프 탐색|너비 우선 탐색"
"28472","Minimax Tree","Gold 3","그래프 이론|그래프 탐색|깊이 우선 탐색|다이나믹 프로그래밍|트리|트리에서의 다이나믹 프로그래밍"
"28473","도로 위의 표지판","Gold 3","그래프 이론|최소 스패닝 트리"
"28474","피보나치 서로소","Platinum 5","수학|오일러 피 함수|정수론"
"28475","편광판","Platinum 5","세그먼트 트리|자료 구조"
"28476","나비야 나비야","Platinum 1","기하학|두 포인터|수학|스위핑|조합론"
"28477","Cubes","Diamond 5","세그먼트 트리|수학|자료 구조|조합론"
"28478","Ones","Diamond 4","무작위화|이분 탐색"
"28479","Divide","Unrated",
"28480","Reorder","Unrated",
"28481","Fork","Unrated",
"28482","Lifts","Unrated",
"28483","Heavy coins","Unrated",
"28484","Garden","Unrated",
"28485","Conditionally rich numbers","Platinum 4","세그먼트 트리|수학|오프라인 쿼리|자료 구조|정수론"
"28486","Сonnect","Unrated",
"28487","Expeditions","Unrated",
"28488","Sorting","Platinum 3","애드 혹|정렬"
"28489","2048 게임","Diamond 5","게임 이론|구현|시뮬레이션|재귀|휴리스틱"
"28490","Area","Bronze 4","구현|사칙연산|수학"
"28491","Swords","Silver 2","그리디 알고리즘|정렬"
"28492","Dolls","Gold 1","분리 집합|자료 구조"
"28493","Burgers","Platinum 3","매개 변수 탐색|이분 탐색"
"28494","Network","Platinum 1","그리디 알고리즘|작은 집합에서 큰 집합으로 합치는 테크닉|최소 공통 조상|트리"
"28495","Topical","Platinum 4","정렬"
"28496","Inspections","Platinum 1","구현|많은 조건 분기|자료 구조|집합과 맵|트리를 사용한 집합과 맵"
"28497","Airplane","Diamond 5","그래프 이론|데이크스트라|최단 경로"
"28498","Curtains","Diamond 4","느리게 갱신되는 세그먼트 트리|세그먼트 트리|오프라인 쿼리|자료 구조"
"28499","Toxic Gene","Unrated",
"28500","Улитка на склоне","Unrated",
"28501","Конференция","Unrated",
"28502","Яблоки по корзинам","Unrated",
"28503","Выполнить план, но не перевыполнить","Unrated",
"28505","Niz","Unrated",
"28506","Zadatak","Unrated",
"28507","Баланс настроения","Platinum 3","비트마스킹|수학|애드 혹|해 구성하기"
"28508","Приятный плейлист","Silver 4","수학"
"28509","Пропал мусор","Unrated",
"28510","Осеннее палиндромище","Silver 2","구현|문자열|자료 구조|집합과 맵|해시를 사용한 집합과 맵"
"28511","Очерк","Silver 2","구현|브루트포스 알고리즘"
"28512","Вежливость в метро","Gold 2","구현|그리디 알고리즘|수학|시뮬레이션|우선순위 큐|자료 구조|정수론"
"28513","Шоу фейерверков","Unrated",
"28514","Новелла про осень","Silver 5","구현|문자열|자료 구조|집합과 맵"
"28515","Расстановка экспонатов","Gold 1","스위핑|정렬"
"28516","Уборка листьев","Gold 3","누적 합|두 포인터|정렬"
"28517","Стрельба из пушки","Silver 2","기하학"
"28518","Иерархия цитадели","Unrated","그래프 이론|정렬"
"28519","Планеты двух измерений","Bronze 4","사칙연산|수학"
"28520","Защитное поле","Diamond 3","기하학|매개 변수 탐색|스위핑|이분 탐색"
"28521","Симметричные карты","Unrated",
"28522","Эффективный двигатель","Silver 4","수학|정수론"
"28523","Инопланетные кальмары","Unrated",
"28524","Артефакты (Basic)","Gold 3","그래프 이론|그래프 탐색|깊이 우선 탐색"
"28525","Артефакты","Unrated",
"28526","Незваные гости (Basic)","Silver 5","구현|시뮬레이션"
"28527","Незваные гости","Silver 3","구현|그리디 알고리즘|애드 혹"
"28528","Портальная пушка","Unrated",
"28529","Побег из космической тюрьмы","Unrated",
"28530","Халат Рика (Basic)","Gold 5","그래프 이론|그래프 탐색|너비 우선 탐색"
"28531","Халат Рика","Unrated",
"28532","Страшные числа","Gold 4","누적 합|다이나믹 프로그래밍|소수 판정|수학|에라토스테네스의 체|정수론"
"28533","Кошмар наяву","Gold 4","기하학|많은 조건 분기|수학"
"28534","Давайте разделимся!","Silver 2","수학"
"28535","Расколбас с Франкенштейном","Bronze 1","수학"
"28536","Самая страшная история (Basic)","Bronze 1","구현|문자열"
"28537","Самая страшная история","Unrated",
"28538","Trick or Treat!","Unrated",
"28539","Стрелочник","Gold 1","0-1 너비 우선 탐색|격자 그래프|그래프 이론|그래프 탐색|너비 우선 탐색|데이크스트라|최단 경로"
"28540","Уиджа","Platinum 2","게임 이론|스프라그–그런디 정리|해 구성하기"
"28541","Уиджа (Basic)","Platinum 5","게임 이론|애드 혹"
"28542","Расстановка тыкв","Unrated",
"28543","Монстры и люди","Platinum 3","그래프 이론|그래프 탐색|그리디 알고리즘|너비 우선 탐색|다이나믹 프로그래밍|트리|트리에서의 다이나믹 프로그래밍|함수형 그래프"
"28544","Интересные празднования","Unrated",
"28545","Допрос подозреваемых","Silver 4","구현|그리디 알고리즘|정렬"
"28546","Исследование улик","Silver 1","두 포인터|자료 구조|큐"
"28547","Зашифрованное сообщение","Unrated",
"28548","Преступная сеть","Unrated",
"28549","Отель <<Континенталь>>","Gold 1","브루트포스 알고리즘|자료 구조|집합과 맵|트리를 사용한 집합과 맵"
"28550","Противостояние фракций","Gold 1","그래프 이론|그래프 탐색|깊이 우선 탐색|너비 우선 탐색|이분 그래프"
"28551","Маркер в библиотеке","Platinum 5","그리디 알고리즘|문자열|분할 정복|세그먼트 트리|스택|자료 구조|트리를 사용한 집합과 맵"
"28552","Группировки","Platinum 2","다이나믹 프로그래밍|트리|트리에서의 다이나믹 프로그래밍"
"28553","План защиты","Gold 3","그리디 알고리즘|다이나믹 프로그래밍"
"28554","Паякан в беде","Unrated",
"28555","Связь с Эйвой","Unrated",
"28556","Рейд на транспортер","Unrated",
"28557","Плагиат кода","Silver 1","그리디 알고리즘|두 포인터|문자열"
"28558","SpamGPT-4","Gold 3","수학"
"28559","Есть n стульев...","Gold 3","그리디 알고리즘|매개 변수 탐색|분리 집합|이분 탐색|자료 구조|정렬"
"28560","Перекладывание ответственности","Unrated",
"28561","Быстрый исполнитель","Unrated",
"28562","Устный счет","Unrated",
"28563","Проблемы с костюмом","Diamond 5","수학|조합론|포함 배제의 원리"
"28564","Устрашающий палиндром","Gold 3","많은 조건 분기|문자열|자료 구조|집합과 맵|해 구성하기|해시를 사용한 집합과 맵"
"28565","Патруль экзорцистов","Gold 1","다이나믹 프로그래밍|이분 탐색|트리|트리에서의 다이나믹 프로그래밍"
"28566","Гигаскелеты","Gold 4","그리디 알고리즘|수학|정수론"
"28567","Нужно меньше дорог!","Gold 3","분리 집합|자료 구조"
"28568","Ритуал очищения","Gold 5","그리디 알고리즘|매개 변수 탐색|이분 탐색|정렬"
"28569","Потрошение вывески","Gold 1","다이나믹 프로그래밍"
"28570","Парное пугание","Gold 5","그래프 이론|차수열|트리"
"28571","Груша на Хэллоуин","Platinum 2","두 포인터|비트마스킹|수학|정렬"
"28572","Идеальное покрытие треугольниками","Gold 2","누적 합|이분 탐색"
"28573","Тщательное планирование","Gold 3","구현|그리디 알고리즘|수학"
"28574","Активная подготовка к битве","Gold 3","그리디 알고리즘|누적 합|오프라인 쿼리|이분 탐색|정렬"
"28575","В поисках Венома","Silver 5","수학"
"28576","Спрятать заложницу","Platinum 4","트리|해 구성하기"
"28577","Защищенная тюрьма","Platinum 4","세그먼트 트리|스위핑|자료 구조"
"28578","Защищенная тюрьма (Basic)","Gold 5","그리디 알고리즘|애드 혹|정렬"
"28579","Размещение симбиотов","Gold 1","다이나믹 프로그래밍|많은 조건 분기"
"28580","Размещение симбиотов (Basic)","Gold 3","그리디 알고리즘|많은 조건 분기"
"28581","Подозрительные отчеты","Platinum 2","세그먼트 트리|자료 구조|집합과 맵|최장 공통 부분 수열 문제|해시를 사용한 집합과 맵"
"28582","Подозрительные отчеты (Basic)","Silver 1","브루트포스 알고리즘"
"28583","Еще более защищенная тюрьма","Platinum 2","라빈–카프|문자열|이분 탐색|접미사 배열과 LCP 배열|해싱"
"28584","Симбиоты внутри","Gold 2","그래프 이론|그래프 탐색|깊이 우선 탐색|최소 스패닝 트리"
"28585","Долгое путешествие","Diamond 5","다이나믹 프로그래밍|많은 조건 분기"
"28586","Воссоединение c Веномом","Silver 3","그리디 알고리즘|수학|애드 혹"
"28587","Bojanje stabla","Platinum 1","Heavy-light 분할|느리게 갱신되는 세그먼트 트리|세그먼트 트리|자료 구조|트리"
"28588","Interval","Gold 3","값 / 좌표 압축|누적 합|문자열|이분 탐색|파싱"
"28589","Pokloni","Platinum 4","누적 합|다이나믹 프로그래밍"
"28590","Alarmi","Platinum 5","다이나믹 프로그래밍"
"28591","Slike","Gold 4","그리디 알고리즘|자료 구조|집합과 맵|트리|트리를 사용한 집합과 맵"
"28592","ZOO","Diamond 4","mo's|오일러 경로 테크닉|오프라인 쿼리|자료 구조|최소 공통 조상|트리|희소 배열"
"28593","Inflation","Silver 1","누적 합|자료 구조|집합과 맵|해시를 사용한 집합과 맵"
"28594","Padel Prize Pursuit","Platinum 4","그래프 이론|그래프 탐색|깊이 우선 탐색|세그먼트 트리|자료 구조|트리"
"28595","Find the Box","Diamond 5","많은 조건 분기|애드 혹|해 구성하기"
"28596","Bikes vs Cars","Diamond 5","그래프 이론|최단 경로|최소 스패닝 트리|플로이드–워셜"
"28597","Цепная реакция","Gold 3","그래프 이론|데이크스트라|최단 경로"
"28598","Пилтовер и Заун","Bronze 3","많은 조건 분기|사칙연산|수학"
"28599","Производство Мерцания","Gold 1","그래프 이론|데이크스트라|매개 변수 탐색|이분 탐색|최단 경로"
"28600","Опасные игры","Silver 2","이분 탐색"
"28601","Тренировки миротворцев","Silver 2","기하학|수학"
"28602","Джинкс и лагерь миротворцев","Diamond 5","느리게 갱신되는 세그먼트 트리|세그먼트 트리|스위핑|오프라인 쿼리|우선순위 큐|자료 구조|집합과 맵|트리를 사용한 집합과 맵"
"28603","Поезда в Зауне","Gold 3","그리디 알고리즘|분리 집합|자료 구조"
"28604","Взрывоопасная лестница (Many)","Gold 4","그리디 알고리즘|해 구성하기"
"28605","Взрывоопасная лестница (Once)","Silver 1","그리디 알고리즘|정렬"
"28606","Компонентная химия","Silver 3","수학|자료 구조|집합과 맵|해시를 사용한 집합과 맵"
"28607","Палиндромная шифровка","Platinum 3","문자열|자료 구조|트라이|트리"
"28608","Магический кристалл","Gold 3","수학|정수론|해 구성하기"
"28609","Магические часы","Unrated",
"28610","Магические часы (Basic)","Unrated",
"28611","Оптимизация Матрицы","Silver 3","누적 합"
"28612","Нужно больше энергии","Gold 3","누적 합|다이나믹 프로그래밍"
"28613","Финальное противостояние","Platinum 5","덱|덱을 이용한 구간 최댓값 트릭|자료 구조"
"28614","Распределенная Матрица","Platinum 1","Heavy-light 분할|트리"
"28615","Стать сильнее","Silver 3","그리디 알고리즘|자료 구조|정렬"
"28616","Биомаркеры","Gold 4","그리디 알고리즘|수학|정수론"
"28617","Свободное перемещение","Platinum 2","그래프 이론|오일러 경로|해 구성하기"
"28618","Подрыв ветряка","Platinum 4","다이나믹 프로그래밍|배낭 문제|비트 집합"
"28619","Производство роботов","Silver 3","구현|그리디 알고리즘"
"28620","Журнал квестов","Unrated",
"28621","Установка модулей GAIA","Platinum 2","2-sat|강한 연결 요소|그래프 이론"
"28622","Подземная лаборатория","Unrated",
"28623","В погоне за Пингвином","Diamond 4","수학|유리 등차수열의 내림 합|정수론"
"28624","Большой потоп","Gold 4","그리디 알고리즘|수학|우선순위 큐|자료 구조"
"28625","Спасительная загадка","Gold 5","수학"
"28626","Необычная ловушка","Platinum 4","다이나믹 프로그래밍|자료 구조|최소 공통 조상|트리|트리에서의 다이나믹 프로그래밍|희소 배열"
"28627","Важное научное число","Gold 4","수학|정수론"
"28628","Погоня за бабочкой","Gold 3","그리디 알고리즘|트리"
"28629","стандартный ввод","Gold 2","수학|애드 혹|이분 탐색"
"28630","Починка цепочки","Platinum 4","브루트포스 알고리즘|중간에서 만나기"
"28631","Змейка","Unrated",
"28632","Конфликт интересов","Platinum 3","수학|조합론"
"28633","Урок математики","Silver 5","수학"
"28634","Школьные переписки","Silver 2","구현|자료 구조|집합과 맵|해시를 사용한 집합과 맵"
"28635","Индикатор","Bronze 4","사칙연산|수학"
"28636","Марафонец","Bronze 3","사칙연산|수학"
"28637","Смена стиля","Bronze 3","구현|문자열"
"28638","Результаты контеста","Bronze 1","구현"
"28639","Собака, предатель и кабеля","Gold 5","다이나믹 프로그래밍"
"28640","Домино","Bronze 3","구현|문자열"
"28641","Настройка коммуникаций","Diamond 5","수학"
"28642","Электронный замок","Bronze 1","구현|그리디 알고리즘|애드 혹"
"28643","Место преступления","Unrated",
"28644","Похожие имена","Platinum 5","이분 탐색|해싱"
"28645","Теория Рамсея","Platinum 4","그래프 이론"
"28646","Супер-счастливые билетики","Platinum 5","고속 푸리에 변환|다이나믹 프로그래밍|런타임 전의 전처리|수학|조합론"
"28647","Супер-счастливые билетики (Basic)","Silver 5","브루트포스 알고리즘"
"28648","Торговый центр","Bronze 4","구현|사칙연산|수학"
"28649","Переливание жижи","Silver 1","그래프 이론|그래프 탐색|너비 우선 탐색"
"28650","Поиск пирамиды","Platinum 1","느리게 갱신되는 세그먼트 트리|세그먼트 트리|자료 구조"
"28651","Игра в Мафию","Gold 4","브루트포스 알고리즘|비트마스킹"
"28652","Японский кроссворд","Bronze 2","구현|문자열"
"28653","Минимальная строка","Bronze 1","문자열|정렬"
"28654","Большое задание","Platinum 3","다이나믹 프로그래밍|트리|트리에서의 다이나믹 프로그래밍|포함 배제의 원리"
"28655","Большой батут","Unrated",
"28656","Ксероксинатор","Bronze 1","구현"
"28657","Выходной","Gold 5","구현|시뮬레이션"
"28658","Монетки","Gold 3","그리디 알고리즘|애드 혹"
"28659","Перестроение лемуров","Diamond 2","다이나믹 프로그래밍|분할 정복|분할 정복을 사용한 최적화|세그먼트 트리|자료 구조"
"28660","Электронный замок","Gold 4","그리디 알고리즘|백트래킹|브루트포스 알고리즘"
"28661","Помогите Прапору","Unrated",
"28662","Мосты","Platinum 2","그래프 이론|단절점과 단절선"
"28663","Случайная задача","Unrated",
"28664","Лемурьи вечеринки","Platinum 1","모듈로 곱셈 역원|소인수분해|수학|정수론|조합론"
"28665","Лемурьи вечеринки (Prime)","Gold 1","모듈로 곱셈 역원|수학|정수론|조합론"
"28666","Дом в дереве","Gold 5","그리디 알고리즘|수학|조합론"
"28667","Дом в невысоком дереве","Unrated",
"28668","Подсчет операций","Gold 3","다이나믹 프로그래밍|트리|트리에서의 다이나믹 프로그래밍"
"28669","Черные и белые","Silver 5","수학|유클리드 호제법|정수론"
"28670","Обезвреживание бомбы","Silver 1","두 포인터|자료 구조|정렬|집합과 맵|트리를 사용한 집합과 맵|해시를 사용한 집합과 맵"
"28671","Поврежденный пароль","Gold 3","누적 합|두 포인터|문자열"
"28672","Кибер-взлом","Platinum 5","게임 이론|그래프 이론|그래프 탐색"
"28673","Побег из здания","Diamond 5","다이나믹 프로그래밍|볼록 껍질을 이용한 최적화|세그먼트 트리|자료 구조"
"28674","Работа из дома","Silver 1","그리디 알고리즘|정렬"
"28675","Орехнительная строка","Gold 4","격자 그래프|그래프 이론|그래프 탐색|너비 우선 탐색"
"28676","Игра с массивом","Diamond 5","세그먼트 트리|자료 구조"
"28677","Гейзеры","Platinum 4","기하학|많은 조건 분기|브루트포스 알고리즘|이분 탐색|정렬"
"28678","Carnival General","Unrated",
"28679","Candy","Gold 2","다이나믹 프로그래밍"
"28680","Sopsug","Unrated",
"28682","재우야 임관하자","Bronze 1","구현|수학|애드 혹|확률론"
"28683","피타! 피타! 피타츄!","Gold 5","기하학|브루트포스 알고리즘|수학|정수론|피타고라스 정리"
"28684","감소하는 성장률의 비극 1","Platinum 2","기하학|볼록 껍질"
"28685","감소하는 성장률의 비극 2","Platinum 1","기하학|볼록 껍질"
"28686","감소하는 성장률의 비극 3","Diamond 1","그래프 이론|그래프 탐색|기하학|다이나믹 프로그래밍|수학|애드 혹|정수론"
"28687","재우의 Pass를 사수하라!","Platinum 5","구현|다이나믹 프로그래밍"
"28688","로봇융합관 건설","Platinum 2","게임 이론"
"28689","다포체수","Diamond 4","누적 합|다항식 보간법|수학|조합론"
"28690","현철이의 소개팅","Diamond 4","기댓값의 선형성|다이나믹 프로그래밍|볼록 껍질을 이용한 최적화|수학|조합론|확률론"
"28691","정보보호학부 동아리 소개","Bronze 5","구현|문자열"
"28692","선형 회귀는 너무 쉬워 2","Silver 5","구현|수학"
"28693","재우의 카드깡","Platinum 4","다이나믹 프로그래밍|모듈로 곱셈 역원|수학|정수론|조합론"
"28694","양말 부자 동우와 착한 하늘이","Platinum 5","모듈로 곱셈 역원|수학|정수론|조합론|통계학|확률론"
"28695","양말 부자 동우와 츤데레 재우","Ruby 5","다항식 보간법|다항식을 이용한 선형점화식 계산|모듈로 곱셈 역원|분할 정복을 이용한 거듭제곱|생성 함수|선형대수학|수학|애드 혹|정수론|조합론|확률론"
"28696","섯섯시싀 저주 풀기","Platinum 1","기하학|수학|애드 혹"
"28697","오락 고!","Diamond 3","게임 이론|자료 구조|집합과 맵|트리를 사용한 집합과 맵|해시를 사용한 집합과 맵"
"28698","스트릭과 쿼리","Diamond 5","구현|세그먼트 트리|이분 탐색|자료 구조|집합과 맵|트리를 사용한 집합과 맵"
"28699","DAGame Extreme","Ruby 5","게임 이론|구현|그래프 이론|그래프 탐색|깊이 우선 탐색|다이나믹 프로그래밍|런타임 전의 전처리|모듈로 곱셈 역원|방향 비순환 그래프|수학|스프라그–그런디 정리|애드 혹|위상 정렬|정수론|조합론|차분 공격|차분 배열 트릭|확률론"
"28700","준혁이의 자취방 꾸미기","Diamond 1","가우스 소거법|비트 집합|비트마스킹|선형대수학|수학|애드 혹"
"28701","세제곱의 합","Bronze 5","구현|사칙연산|수학"
"28702","FizzBuzz","Bronze 1","문자열|수학"
"28703","Double It","Gold 3","그리디 알고리즘|우선순위 큐|자료 구조"
"28704","Sum=Product","Platinum 4","수학|애드 혹"
"28705","RLE Inversion Counting","Platinum 3","값 / 좌표 압축|세그먼트 트리|수학|자료 구조|조합론"
"28706","럭키 세븐","Gold 5","다이나믹 프로그래밍"
"28707","배열 정렬","Gold 1","그래프 이론|데이크스트라|자료 구조|집합과 맵|최단 경로|해시를 사용한 집합과 맵"
"28708","소수 피하기","Diamond 3","그래프 이론|소수 판정|수학|정수론|최대 유량|최대 유량 최소 컷 정리"
"28709","와일드카드 괄호 문자열","Gold 1","그리디 알고리즘|문자열"
"28710","Gibonni","Unrated",
"28711","Napor","Silver 5","문자열|정렬"
"28712","Trobojnica","Gold 4","누적 합|다이나믹 프로그래밍"
"28713","Vjeverice","Diamond 4","Heavy-light 분할|그래프 이론|그래프 탐색|느리게 갱신되는 세그먼트 트리|분리 집합|세그먼트 트리|자료 구조|최소 공통 조상|최소 스패닝 트리|트리|희소 배열"
"28714","Оно","Gold 5","두 포인터"
"28715","Деревянный замок","Gold 2","다이나믹 프로그래밍|트리|트리에서의 다이나믹 프로그래밍"
"28716","Алмазы","Platinum 2","두 포인터|제곱근 분할법"
"28717","Хорошее подмножество","Diamond 5","밀러–라빈 소수 판별법|소수 판정|소인수분해|수학|정수론|폴라드 로"
"28718","Защитный узор","Diamond 2","누적 합|다이나믹 프로그래밍|커넥션 프로파일을 이용한 다이나믹 프로그래밍"
"28719","Они","Silver 3","두 포인터"
"28720","Ножницы","Bronze 1","수학"
"28721","Побег из заброшенного дома","Gold 5","그래프 이론|그래프 탐색|애드 혹"
"28722","Звуки в подвале","Bronze 2","게임 이론|구현"
"28723","Перестроения","Platinum 3","수학|애드 혹|해 구성하기"
"28724","Сумасшедшие транспортные налоги","Silver 4","이분 탐색"
"28725","Безумный танец","Gold 1","매개 변수 탐색|수학|이분 탐색"
"28726","Лечебница Аркхем","Unrated",
"28727","Ограбление банка","Gold 5","다이나믹 프로그래밍"
"28728","Странная игра на графе","Platinum 2","게임 이론|그래프 이론|그래프 탐색|애드 혹"
"28729","Беспорядочное выступление","Silver 1","그리디 알고리즘|누적 합"
"28730","Сумасшедшее домино","Silver 1","구현|그리디 알고리즘|애드 혹|해 구성하기|홀짝성"
"28731","Этажи","Gold 5","그리디 알고리즘"
"28732","Вырваться из окружения","Silver 3","구현|많은 조건 분기|수학"
"28733","Убийственная математика","Silver 1","그래프 이론|그래프 탐색|너비 우선 탐색"
"28734","Безумные расстановки","Unrated",
"28735","За гробоцветами","Silver 4","기하학|수학|해 구성하기"
"28736","Сильная группа","Platinum 4","그리디 알고리즘|정렬"
"28737","Ловушка со свечками","Platinum 2","해 구성하기"
"28738","Чары","Gold 5","수학|애드 혹"
"28739","Ленивые лесорубы","Platinum 3","값 / 좌표 압축|누적 합|무작위화|비트마스킹|자료 구조|집합과 맵|해시를 사용한 집합과 맵|해싱"
"28740","Арифметика и кубики","Platinum 3","많은 조건 분기|애드 혹"
"28741","Счёт в теннисе","Platinum 2","다이나믹 프로그래밍|밀러–라빈 소수 판별법|소수 판정|수학|에라토스테네스의 체|정수론"
"28742","Свадьба","Gold 1","누적 합|비트마스킹"
"28743","Защитный барьер","Diamond 5","다이나믹 프로그래밍|브루트포스 알고리즘"
"28744","Малефисумма","Gold 4","누적 합|다이나믹 프로그래밍"
"28745","Магический XML","Silver 1","구현|해 구성하기"
